batch_id,product_type,steel_grade,technology_route,country_of_origin,batch_weight_tonnes,thickness_mm,recycled_content_pct,renewable_energy_pct,energy_consumption_kwh_per_tonne,scrap_quality_score,carbon_pct,manganese_pct,chromium_pct,yield_strength_mpa,tensile_strength_mpa,carbon_footprint_kgco2e_per_tonne
BATCH-5291,Wire Rod,304,BF-BOF,Italy,18.51,10.65,29.75,81.54,2158.7,84.16,0.207,0.489,0.325,260.6,357.1,1278.6
BATCH-5292,Wire Rod,M270-35A,BF-BOF,Spain,12.47,7.31,19.3,81.61,1817.0,93.68,0.197,1.258,0.626,234.8,429.0,1236.4
BATCH-5293,Stainless Steel,304,EAF,Germany,22.04,20.43,71.25,33.91,607.1,69.04,0.149,1.329,17.988,301.9,450.4,377.7
BATCH-5294,Galvanised Coil,S235JR,EAF,Spain,34.63,19.63,63.71,34.59,691.6,78.13,0.144,0.65,0.452,238.3,396.6,263.7
BATCH-5295,Electrical Steel,304,EAF,France,8.81,13.78,79.53,60.66,670.0,82.51,0.219,0.59,0.394,218.1,355.7,120.0
BATCH-5296,Galvanised Coil,S355JR,EAF,Italy,17.47,1.55,81.31,29.14,665.8,88.46,0.137,1.158,0.215,276.5,461.9,120.0
BATCH-5297,Stainless Steel,S235JR,EAF,Italy,10.62,17.13,86.93,30.83,726.2,91.69,0.238,1.273,20.394,301.7,432.3,364.8
BATCH-5298,Hot Rolled Coil,S235JR,BF-BOF,Belgium,26.57,13.87,19.37,6.75,1791.0,86.66,0.264,0.642,0.533,296.9,439.6,1383.5
BATCH-5299,Hot Rolled Coil,M270-35A,BF-BOF,Spain,16.86,13.21,6.94,12.99,1862.9,67.88,0.15,1.055,0.827,245.8,358.6,1529.4
BATCH-5300,Hot Rolled Coil,DX51D,EAF,Italy,34.51,9.05,88.74,60.93,556.4,76.65,0.182,1.382,0.283,223.5,365.7,120.0
BATCH-5301,Galvanised Coil,S355JR,BF-BOF,Italy,12.63,5.02,28.36,32.27,1708.8,77.84,0.05,1.319,0.155,297.7,462.6,1327.9
BATCH-5302,Galvanised Coil,S235JR,BF-BOF,France,20.58,0.89,26.84,11.91,1660.1,97.1,0.165,1.004,0.323,218.6,388.9,1304.7
BATCH-5303,Electrical Steel,304,EAF,Spain,34.63,13.35,77.89,84.07,651.7,78.08,0.168,0.907,0.566,264.6,427.1,120.0
BATCH-5304,Wire Rod,304,BF-BOF,Belgium,13.36,1.25,38.28,30.13,1937.1,56.74,0.201,0.283,0.257,208.0,312.4,1271.0
BATCH-5305,Hot Rolled Coil,S355JR,BF-BOF,Italy,11.14,17.29,8.92,22.77,1842.6,87.24,0.23,0.882,0.157,214.8,317.9,1361.1
BATCH-5306,Galvanised Coil,S235JR,BF-BOF,Spain,25.71,3.26,5.28,49.4,2023.7,71.94,0.205,1.264,0.283,253.0,422.5,1548.6
BATCH-5307,Stainless Steel,S355JR,EAF,France,10.08,21.95,76.77,75.61,634.2,77.24,0.257,1.135,17.045,353.2,575.2,120.0
BATCH-5308,Hot Rolled Coil,304,EAF,Italy,18.85,7.47,78.0,79.17,765.0,86.82,0.182,1.413,0.326,279.7,410.5,120.0
BATCH-5309,Hot Rolled Coil,S235JR,BF-BOF,Italy,15.71,2.6,18.48,30.93,2100.9,96.43,0.108,1.807,0.565,239.8,414.2,1491.4
BATCH-5310,Hot Rolled Coil,S355JR,EAF,Spain,21.16,15.74,83.06,68.08,625.4,89.61,0.264,1.15,0.504,281.4,427.6,120.0
BATCH-5311,Wire Rod,S235JR,EAF,France,10.48,17.79,82.33,49.47,657.4,65.98,0.1,0.431,0.375,205.4,376.1,120.0
BATCH-5312,Hot Rolled Coil,DX51D,EAF,France,31.93,3.0,70.37,55.6,578.3,64.31,0.117,0.974,0.0,262.4,416.2,120.0
BATCH-5313,Wire Rod,S235JR,EAF,France,10.13,6.36,65.07,42.4,732.2,97.03,0.174,1.554,0.0,229.2,383.8,120.0
BATCH-5314,Galvanised Coil,S235JR,EAF,Italy,32.86,7.37,90.3,20.07,835.3,64.17,0.099,1.576,0.323,215.0,348.3,243.3
BATCH-5315,Wire Rod,S235JR,BF-BOF,France,29.57,15.88,19.27,74.74,1972.4,60.93,0.157,0.57,0.336,185.9,335.9,1319.3
BATCH-5316,Wire Rod,304,EAF,Germany,30.76,7.93,80.35,51.25,744.1,93.45,0.07,0.847,0.504,255.0,413.4,120.0
BATCH-5317,Hot Rolled Coil,DX51D,BF-BOF,Italy,27.41,4.73,10.23,39.16,1834.7,74.14,0.141,1.076,0.703,255.2,379.1,1406.0
BATCH-5318,Stainless Steel,M270-35A,BF-BOF,Belgium,34.34,24.21,5.0,62.4,1659.6,57.1,0.076,1.469,17.127,377.4,548.9,1620.4
BATCH-5319,Wire Rod,S355JR,EAF,Germany,29.62,8.71,82.7,41.18,594.3,80.5,0.217,0.836,0.228,230.0,367.9,120.0
BATCH-5320,Wire Rod,S355JR,EAF,Spain,19.38,1.62,75.89,77.17,848.3,70.87,0.191,1.355,0.069,243.0,481.2,120.0
BATCH-5321,Hot Rolled Coil,S355JR,EAF,Belgium,30.21,15.55,87.68,16.53,711.3,73.83,0.098,0.25,0.584,170.0,347.9,120.0
BATCH-5322,Galvanised Coil,M270-35A,BF-BOF,Belgium,33.43,6.7,30.27,7.54,1859.2,80.77,0.088,1.095,0.251,269.2,446.9,1450.0
BATCH-5323,Stainless Steel,DX51D,BF-BOF,Belgium,31.33,7.32,26.78,53.4,1838.0,97.65,0.14,0.731,18.408,306.2,447.6,1557.2
BATCH-5324,Hot Rolled Coil,S355JR,EAF,France,25.06,13.35,81.64,26.83,654.9,59.74,0.157,1.048,0.495,260.4,429.2,120.0
BATCH-5325,Hot Rolled Coil,304,BF-BOF,Germany,32.78,1.87,16.7,15.05,1902.4,65.18,0.233,0.61,0.098,245.8,412.5,1423.3
BATCH-5326,Hot Rolled Coil,DX51D,BF-BOF,Belgium,23.02,11.07,21.48,7.58,1513.1,90.96,0.081,1.158,0.155,283.7,382.2,1174.7
BATCH-5327,Galvanised Coil,S235JR,EAF,Spain,13.79,18.48,89.93,70.48,620.0,60.87,0.247,1.343,0.243,250.8,409.9,120.0
BATCH-5328,Stainless Steel,304,BF-BOF,France,12.74,16.71,28.17,86.58,2038.2,96.87,0.146,1.224,17.691,349.1,563.8,1495.5
BATCH-5329,Wire Rod,S235JR,BF-BOF,Belgium,26.87,20.91,32.41,57.34,1739.1,69.12,0.144,1.541,0.046,279.8,373.3,1260.6
BATCH-5330,Wire Rod,S235JR,BF-BOF,France,17.48,1.54,24.96,70.67,1845.1,82.1,0.091,1.192,0.384,233.3,432.3,1012.3
BATCH-5331,Electrical Steel,304,EAF,Spain,10.48,11.63,72.03,76.27,626.2,63.43,0.156,1.206,0.43,250.7,440.8,120.0
BATCH-5332,Electrical Steel,DX51D,EAF,Belgium,9.85,18.6,70.85,73.46,679.5,68.61,0.092,0.942,0.462,218.6,332.2,120.0
BATCH-5333,Hot Rolled Coil,S355JR,EAF,Spain,11.44,10.39,55.59,32.77,554.4,78.86,0.183,1.294,0.556,281.6,404.8,142.4
BATCH-5334,Hot Rolled Coil,S235JR,EAF,Spain,28.88,5.98,79.02,5.2,634.9,96.49,0.256,0.965,0.577,292.6,465.8,128.4
BATCH-5335,Wire Rod,DX51D,EAF,Germany,9.21,0.7,83.81,58.39,540.4,71.29,0.328,1.037,0.313,294.0,382.8,120.0
BATCH-5336,Electrical Steel,304,BF-BOF,Belgium,28.83,1.19,28.51,85.54,1885.0,93.83,0.174,1.525,0.403,306.1,467.8,1341.4
BATCH-5337,Galvanised Coil,S355JR,EAF,Italy,8.11,4.82,67.63,80.44,577.2,63.96,0.196,1.747,0.504,284.2,462.8,120.0
BATCH-5338,Galvanised Coil,DX51D,EAF,Spain,10.06,22.72,77.91,5.4,713.9,56.53,0.195,1.032,0.384,232.1,407.4,180.0
BATCH-5339,Electrical Steel,S355JR,BF-BOF,Spain,31.55,14.59,15.81,81.86,1980.6,91.13,0.302,1.289,0.548,282.3,420.8,1313.3
BATCH-5340,Hot Rolled Coil,M270-35A,EAF,France,30.29,7.87,78.52,5.92,599.4,85.25,0.181,0.883,0.179,214.9,370.2,120.0
BATCH-5341,Wire Rod,304,EAF,Spain,23.78,17.45,67.05,50.17,744.1,59.96,0.118,0.922,0.381,242.8,400.9,120.0
BATCH-5342,Hot Rolled Coil,S355JR,BF-BOF,France,14.09,12.95,31.57,77.48,1854.0,55.9,0.165,0.287,0.725,228.5,382.9,1149.8
BATCH-5343,Stainless Steel,DX51D,BF-BOF,France,9.28,17.74,29.03,40.36,1703.9,90.3,0.091,1.347,17.865,326.6,481.6,1426.4
BATCH-5344,Galvanised Coil,M270-35A,EAF,Belgium,18.43,7.07,59.28,63.13,618.9,62.36,0.298,0.99,0.17,225.5,422.3,120.0
BATCH-5345,Hot Rolled Coil,S355JR,BF-BOF,Spain,29.18,16.14,20.71,24.76,1897.1,75.59,0.212,1.733,0.308,287.7,421.7,1288.0
BATCH-5346,Hot Rolled Coil,S235JR,BF-BOF,Italy,22.68,23.23,13.44,87.46,1733.0,91.67,0.25,0.892,0.477,221.0,422.9,1292.7
BATCH-5347,Electrical Steel,S355JR,BF-BOF,Germany,30.04,18.58,22.59,8.75,1796.5,79.49,0.129,1.145,0.0,228.0,436.9,1508.9
BATCH-5348,Electrical Steel,304,BF-BOF,Spain,26.29,6.11,23.3,58.74,1658.5,93.71,0.214,1.408,0.056,276.8,398.2,1253.3
BATCH-5349,Galvanised Coil,M270-35A,EAF,Spain,32.27,20.35,84.27,7.96,565.8,56.59,0.171,2.025,0.717,297.3,424.9,120.0
BATCH-5350,Hot Rolled Coil,S355JR,EAF,Germany,28.54,5.38,88.22,8.55,595.8,73.22,0.052,0.848,0.674,173.0,300.0,120.0
BATCH-5351,Stainless Steel,S235JR,BF-BOF,Spain,12.75,8.47,33.1,27.98,1658.0,63.46,0.096,0.984,19.061,295.7,393.9,1613.5
BATCH-5352,Electrical Steel,S235JR,EAF,France,13.95,6.55,86.14,6.29,721.4,72.27,0.202,1.206,0.528,255.3,376.9,120.0
BATCH-5353,Galvanised Coil,DX51D,EAF,Spain,16.01,23.91,81.85,22.62,674.2,87.73,0.347,1.039,0.314,266.1,397.9,164.8
BATCH-5354,Galvanised Coil,S235JR,EAF,Belgium,15.18,6.87,64.2,18.09,716.5,93.39,0.243,1.393,0.326,267.0,428.0,275.5
BATCH-5355,Stainless Steel,S235JR,EAF,Spain,11.62,16.09,76.93,82.51,570.0,61.37,0.225,1.208,17.112,362.9,489.7,239.2
BATCH-5356,Stainless Steel,304,EAF,Belgium,29.43,16.64,63.77,8.52,562.0,69.89,0.286,1.589,17.889,275.9,410.3,354.8
BATCH-5357,Galvanised Coil,M270-35A,EAF,Germany,16.06,0.51,69.81,57.0,713.6,74.08,0.138,1.062,0.118,235.6,438.9,120.0
BATCH-5358,Wire Rod,S355JR,BF-BOF,France,21.66,8.86,17.61,62.0,1812.6,65.66,0.221,1.449,0.414,220.5,415.0,1119.5
BATCH-5359,Wire Rod,DX51D,EAF,Germany,33.53,8.38,67.77,74.79,556.0,63.53,0.099,1.14,0.132,233.5,393.2,120.0
BATCH-5360,Electrical Steel,DX51D,BF-BOF,Germany,15.98,13.25,17.29,36.23,1790.2,90.33,0.18,1.349,0.249,289.8,506.6,1379.9
BATCH-5361,Galvanised Coil,304,EAF,France,24.34,3.71,86.13,20.44,656.9,92.3,0.132,1.23,0.371,327.3,465.9,123.1
BATCH-5362,Hot Rolled Coil,M270-35A,EAF,Germany,21.79,3.33,71.27,15.35,634.8,56.31,0.242,1.127,0.082,279.3,416.8,186.5
BATCH-5363,Hot Rolled Coil,M270-35A,BF-BOF,France,32.19,3.66,32.85,17.11,1702.5,94.61,0.037,0.892,0.648,228.6,403.4,1265.5
BATCH-5364,Stainless Steel,S355JR,EAF,Germany,33.61,8.09,66.3,49.54,800.0,88.96,0.111,1.447,17.875,342.6,513.5,404.7
BATCH-5365,Stainless Steel,M270-35A,EAF,Germany,34.58,5.19,73.74,55.73,726.8,67.41,0.283,0.784,16.687,295.0,450.2,372.2
BATCH-5366,Stainless Steel,S235JR,BF-BOF,Belgium,14.38,3.6,22.23,72.02,2091.5,82.46,0.248,1.374,18.308,354.1,484.6,1677.5
BATCH-5367,Wire Rod,M270-35A,EAF,Spain,33.18,14.28,64.78,73.38,760.4,74.9,0.186,1.365,0.608,276.4,424.5,120.0
BATCH-5368,Electrical Steel,S235JR,EAF,Italy,30.93,6.56,76.31,76.64,662.6,63.88,0.216,1.922,0.59,327.0,484.4,120.0
BATCH-5369,Electrical Steel,S235JR,BF-BOF,Italy,21.71,1.95,37.24,18.57,1742.1,59.74,0.202,1.447,0.557,272.7,393.2,1468.0
BATCH-5370,Wire Rod,S235JR,EAF,France,24.14,19.24,70.81,68.35,603.3,80.4,0.344,0.496,0.169,257.5,389.2,120.0
BATCH-5371,Hot Rolled Coil,S235JR,BF-BOF,Italy,8.28,2.52,26.06,11.18,1877.5,56.46,0.198,0.815,0.223,233.4,363.6,1382.5
BATCH-5372,Stainless Steel,DX51D,EAF,Spain,31.6,21.67,78.16,79.85,724.2,89.5,0.211,1.142,18.788,325.7,459.2,188.1
BATCH-5373,Hot Rolled Coil,304,EAF,Italy,14.37,7.01,83.35,49.66,529.9,83.39,0.145,1.007,0.463,248.6,382.9,120.0
BATCH-5374,Galvanised Coil,304,EAF,Spain,21.75,24.88,96.42,59.53,602.5,82.94,0.186,1.275,0.217,275.7,414.6,120.0
BATCH-5375,Galvanised Coil,S235JR,BF-BOF,Italy,26.26,11.42,11.93,57.68,2093.7,78.36,0.083,0.711,0.071,226.5,339.6,1616.0
BATCH-5376,Galvanised Coil,S355JR,EAF,France,29.72,15.73,82.63,52.43,537.4,81.52,0.197,0.524,0.017,224.3,356.7,120.0
BATCH-5377,Hot Rolled Coil,S235JR,BF-BOF,Belgium,29.49,8.17,22.63,49.48,1772.3,94.45,0.213,0.818,0.608,229.9,394.5,1199.1
BATCH-5378,Electrical Steel,S235JR,BF-BOF,Belgium,25.24,1.53,19.77,83.38,1862.1,78.99,0.2,1.901,0.0,287.2,454.2,1292.9
BATCH-5379,Hot Rolled Coil,304,BF-BOF,France,16.36,20.7,25.05,34.61,1934.9,66.91,0.268,1.53,0.795,275.7,431.8,1436.8
BATCH-5380,Electrical Steel,304,EAF,Italy,30.73,8.06,62.13,71.2,609.5,86.07,0.277,0.953,0.548,260.2,393.9,120.0
BATCH-5381,Hot Rolled Coil,S355JR,BF-BOF,Spain,15.92,14.42,22.35,35.77,2110.9,69.43,0.282,1.212,0.177,242.1,373.1,1523.1
BATCH-5382,Galvanised Coil,S355JR,BF-BOF,France,30.58,19.54,7.46,8.9,1895.7,92.21,0.1,0.803,0.291,269.9,389.1,1537.4
BATCH-5383,Electrical Steel,M270-35A,EAF,Spain,15.37,2.84,63.35,37.13,552.7,73.94,0.241,1.447,0.369,261.0,413.7,177.0
BATCH-5384,Hot Rolled Coil,DX51D,BF-BOF,Belgium,18.97,3.96,15.27,17.83,1589.8,66.47,0.222,0.781,0.352,284.6,452.9,1283.8
BATCH-5385,Hot Rolled Coil,S355JR,EAF,France,18.28,9.37,72.18,42.45,728.3,58.34,0.247,1.013,0.278,230.8,423.1,120.0
BATCH-5386,Electrical Steel,M270-35A,BF-BOF,Germany,26.76,12.05,8.19,11.97,1603.9,69.34,0.167,0.883,0.313,288.0,463.8,1324.6
BATCH-5387,Hot Rolled Coil,S235JR,BF-BOF,Belgium,25.62,23.42,19.52,71.76,1988.7,77.27,0.187,1.066,0.615,273.7,448.8,1295.2
BATCH-5388,Hot Rolled Coil,S355JR,EAF,Belgium,14.32,9.14,69.91,55.22,691.9,58.43,0.129,1.251,0.589,227.6,386.1,120.0
BATCH-5389,Wire Rod,304,EAF,Belgium,16.36,20.07,78.91,8.22,714.7,96.98,0.276,1.143,0.563,276.9,439.1,120.0
BATCH-5390,Stainless Steel,DX51D,EAF,Spain,27.9,7.25,78.06,59.87,810.4,81.05,0.186,1.497,19.134,350.2,489.9,349.5
BATCH-5391,Galvanised Coil,S235JR,EAF,Germany,10.02,13.64,74.99,86.14,646.7,87.95,0.299,0.801,0.176,294.0,414.1,120.0
BATCH-5392,Wire Rod,M270-35A,BF-BOF,Belgium,32.35,9.35,27.85,10.38,1930.3,58.4,0.101,0.278,0.188,203.8,376.9,1306.0
BATCH-5393,Stainless Steel,S355JR,EAF,Germany,31.87,22.09,73.35,35.32,705.9,72.46,0.192,1.21,17.763,346.6,552.2,261.0
BATCH-5394,Wire Rod,304,BF-BOF,Germany,8.49,10.72,30.0,81.06,1526.8,71.65,0.186,1.718,0.328,281.8,415.3,1077.3
BATCH-5395,Wire Rod,S355JR,BF-BOF,Spain,28.72,14.33,36.61,7.84,2090.7,83.86,0.062,0.794,0.22,189.5,331.3,1308.9
BATCH-5396,Wire Rod,304,BF-BOF,France,8.1,21.58,13.92,83.08,2069.9,75.3,0.231,1.352,0.462,285.1,435.8,1377.3
BATCH-5397,Wire Rod,M270-35A,EAF,Belgium,16.3,22.76,89.84,89.04,445.6,65.78,0.26,0.99,0.484,252.5,435.5,120.0
BATCH-5398,Wire Rod,304,BF-BOF,Belgium,15.19,16.35,11.21,38.15,2015.4,87.17,0.129,0.874,0.098,239.3,391.4,1340.5
BATCH-5399,Galvanised Coil,M270-35A,EAF,Belgium,29.3,9.98,78.58,44.52,763.6,84.85,0.182,0.873,0.55,266.1,433.0,120.0
BATCH-5400,Hot Rolled Coil,DX51D,EAF,Belgium,11.85,23.84,76.18,88.99,636.1,72.59,0.124,1.325,0.367,295.4,464.5,120.0
BATCH-5401,Galvanised Coil,S235JR,EAF,Italy,16.0,22.54,75.5,10.09,559.0,92.66,0.273,1.622,0.458,269.6,410.9,120.0
BATCH-5402,Hot Rolled Coil,DX51D,BF-BOF,Belgium,27.73,8.93,32.03,32.04,1494.3,61.05,0.061,1.567,0.585,249.3,408.0,1060.3
BATCH-5403,Wire Rod,DX51D,EAF,Belgium,8.83,14.0,61.26,10.39,858.1,77.11,0.04,1.451,0.524,242.4,359.3,190.4
BATCH-5404,Hot Rolled Coil,304,EAF,France,15.49,7.55,81.71,68.44,650.3,91.54,0.235,1.199,0.477,275.0,482.8,120.0
BATCH-5405,Galvanised Coil,S355JR,EAF,Italy,34.99,9.32,76.08,60.35,803.2,85.37,0.215,0.925,0.554,251.7,428.4,120.0
BATCH-5406,Electrical Steel,304,BF-BOF,Spain,31.11,15.79,28.05,78.39,1685.8,77.62,0.224,1.476,0.274,273.0,470.7,1132.8
BATCH-5407,Wire Rod,DX51D,BF-BOF,Belgium,25.66,11.21,35.73,21.17,1750.3,59.06,0.199,1.618,0.548,267.1,426.2,1219.1
BATCH-5408,Hot Rolled Coil,304,BF-BOF,France,19.64,6.92,23.81,51.33,1631.7,56.49,0.249,1.001,0.147,232.6,376.4,1054.8
BATCH-5409,Hot Rolled Coil,DX51D,BF-BOF,France,28.0,13.49,26.36,65.61,1768.8,83.79,0.183,0.995,0.264,229.7,331.1,1250.0
BATCH-5410,Electrical Steel,S355JR,EAF,France,19.19,7.05,75.05,28.96,574.8,73.83,0.155,1.298,0.0,244.7,384.1,120.0
BATCH-5411,Hot Rolled Coil,S355JR,EAF,Spain,9.97,17.39,86.56,80.62,624.1,72.96,0.317,0.795,0.625,275.3,426.4,120.0
BATCH-5412,Electrical Steel,M270-35A,EAF,Italy,21.6,19.59,78.33,21.82,728.1,71.81,0.209,1.229,0.315,243.0,377.3,227.2
BATCH-5413,Wire Rod,S235JR,EAF,France,25.57,12.45,96.78,15.05,611.5,62.46,0.154,0.454,0.234,267.3,399.1,120.0
BATCH-5414,Hot Rolled Coil,S355JR,BF-BOF,Spain,23.61,10.35,31.86,28.88,2170.2,79.1,0.172,1.511,0.383,222.4,341.4,1377.9
BATCH-5415,Electrical Steel,DX51D,EAF,Spain,22.0,16.96,82.1,72.8,592.6,71.34,0.104,1.193,0.367,237.4,385.5,120.0
BATCH-5416,Wire Rod,S235JR,BF-BOF,Italy,34.53,10.13,23.66,65.7,1835.7,58.15,0.281,1.196,0.0,271.2,392.4,1285.1
BATCH-5417,Hot Rolled Coil,M270-35A,BF-BOF,Spain,8.11,24.82,26.99,80.75,1751.2,94.92,0.109,1.335,0.407,262.8,425.9,1265.8
BATCH-5418,Stainless Steel,S355JR,BF-BOF,France,18.61,20.78,31.75,57.43,1886.5,76.49,0.181,0.982,17.28,314.7,462.5,1477.7
BATCH-5419,Hot Rolled Coil,S355JR,EAF,Germany,12.1,13.04,81.61,83.04,691.4,65.74,0.208,1.486,0.405,272.4,392.1,120.0
BATCH-5420,Wire Rod,S355JR,BF-BOF,Belgium,18.33,12.53,25.71,51.17,1866.6,85.27,0.05,1.565,0.263,274.9,466.4,1420.6
BATCH-5421,Wire Rod,S235JR,BF-BOF,Spain,17.55,13.14,22.05,83.06,1750.2,91.54,0.158,1.412,0.311,233.8,404.7,1246.7
BATCH-5422,Galvanised Coil,304,EAF,Belgium,9.24,13.03,82.69,78.97,603.4,67.89,0.183,1.416,0.372,297.8,428.3,120.0
BATCH-5423,Electrical Steel,DX51D,BF-BOF,Belgium,11.84,2.91,28.69,45.24,2200.2,94.93,0.131,2.2,0.476,267.9,378.6,1569.1
BATCH-5424,Hot Rolled Coil,S355JR,EAF,France,28.71,10.42,77.77,5.55,755.8,80.42,0.153,1.712,0.403,260.8,422.5,127.6
BATCH-5425,Stainless Steel,M270-35A,BF-BOF,Italy,18.94,6.75,32.3,88.79,2098.2,66.19,0.223,0.933,19.104,314.3,490.6,1659.0
BATCH-5426,Galvanised Coil,304,BF-BOF,Belgium,32.56,10.55,23.97,47.25,1994.5,85.22,0.262,1.213,0.338,290.4,431.7,1564.5
BATCH-5427,Stainless Steel,DX51D,BF-BOF,Germany,34.88,7.76,13.2,67.98,1919.4,81.66,0.201,0.558,19.094,309.9,485.5,1683.4
BATCH-5428,Electrical Steel,DX51D,BF-BOF,Belgium,31.85,22.89,33.97,43.44,2099.5,94.7,0.068,1.403,0.39,285.8,433.8,1514.9
BATCH-5429,Stainless Steel,304,BF-BOF,Germany,25.51,4.09,17.39,35.78,1905.8,93.08,0.14,0.958,16.482,290.2,462.2,1660.6
BATCH-5430,Galvanised Coil,S235JR,EAF,France,23.07,21.58,76.03,35.45,580.4,80.95,0.134,1.771,0.292,293.3,465.8,120.0
BATCH-5431,Wire Rod,M270-35A,EAF,Italy,27.89,13.32,88.94,35.2,652.1,82.24,0.094,1.392,0.2,231.1,330.1,120.0
BATCH-5432,Wire Rod,S355JR,BF-BOF,Spain,8.22,18.5,8.31,54.25,1988.7,64.2,0.078,0.983,0.345,252.8,399.8,1509.4
BATCH-5433,Galvanised Coil,S235JR,BF-BOF,France,11.16,21.38,22.04,73.66,1925.4,87.13,0.195,1.181,0.401,270.3,368.0,1313.3
BATCH-5434,Wire Rod,DX51D,BF-BOF,Belgium,9.13,8.11,29.57,53.37,1985.3,90.25,0.137,1.532,0.309,257.5,404.8,1292.5
BATCH-5435,Electrical Steel,M270-35A,EAF,Spain,29.92,4.45,91.12,49.71,571.0,97.67,0.228,1.43,0.257,260.7,356.9,120.0
BATCH-5436,Hot Rolled Coil,304,EAF,Spain,12.04,22.56,75.0,31.06,606.1,64.49,0.259,0.906,0.623,286.3,454.4,120.0
BATCH-5437,Electrical Steel,S355JR,BF-BOF,Spain,32.81,6.42,35.49,44.34,1952.7,78.89,0.027,1.643,0.241,265.8,369.3,1276.4
BATCH-5438,Hot Rolled Coil,S355JR,BF-BOF,Germany,24.24,6.45,32.0,20.28,1640.1,96.77,0.312,0.373,0.347,271.5,411.2,1297.7
BATCH-5439,Stainless Steel,DX51D,EAF,Belgium,34.9,11.76,73.66,68.3,685.8,85.94,0.221,0.665,15.342,290.1,443.1,245.9
BATCH-5440,Hot Rolled Coil,S355JR,EAF,Spain,27.55,3.72,75.01,71.57,713.3,69.27,0.22,1.13,0.548,282.3,398.6,120.0
BATCH-5441,Hot Rolled Coil,M270-35A,BF-BOF,Germany,10.36,8.84,21.87,25.27,1872.4,56.92,0.221,1.008,0.277,299.2,465.7,1513.7
BATCH-5442,Electrical Steel,S355JR,BF-BOF,Spain,21.16,13.64,39.11,53.2,1847.0,97.07,0.169,1.249,0.186,276.7,438.2,1203.5
BATCH-5443,Electrical Steel,S355JR,EAF,Germany,12.65,21.54,98.0,29.21,650.9,82.57,0.088,0.751,0.072,259.7,400.0,120.0
BATCH-5444,Electrical Steel,S235JR,EAF,Spain,10.17,2.18,94.63,88.08,605.7,90.3,0.17,0.894,0.315,276.4,449.5,120.0
BATCH-5445,Stainless Steel,304,EAF,Italy,24.13,22.86,84.99,30.4,671.0,58.42,0.02,0.771,17.019,302.2,458.9,226.2
BATCH-5446,Hot Rolled Coil,S235JR,EAF,Germany,17.66,12.14,80.41,78.44,723.6,79.84,0.301,0.745,0.498,260.0,411.8,120.0
BATCH-5447,Electrical Steel,M270-35A,EAF,France,20.2,20.71,89.29,64.53,579.9,94.59,0.129,1.117,0.308,283.5,437.2,120.0
BATCH-5448,Wire Rod,M270-35A,EAF,Germany,20.18,21.89,80.44,87.08,762.2,82.11,0.197,0.78,0.226,251.0,351.5,120.0
BATCH-5449,Galvanised Coil,S235JR,BF-BOF,Belgium,10.94,13.24,50.58,66.15,1787.9,71.36,0.084,0.982,0.628,236.4,385.8,1169.7
BATCH-5450,Wire Rod,S235JR,EAF,Belgium,8.14,21.96,83.58,56.78,679.6,67.86,0.264,0.995,0.178,258.2,414.6,120.0
BATCH-5451,Hot Rolled Coil,M270-35A,BF-BOF,Belgium,32.83,4.29,9.11,44.14,1684.5,59.29,0.182,1.144,0.382,269.4,422.5,1146.6
BATCH-5452,Galvanised Coil,S235JR,EAF,Italy,17.51,22.03,87.4,45.05,822.4,55.14,0.26,0.553,0.322,247.5,358.1,177.4
BATCH-5453,Electrical Steel,DX51D,EAF,France,9.8,21.42,73.8,5.11,672.8,69.75,0.259,1.292,0.664,242.8,403.8,289.0
BATCH-5454,Hot Rolled Coil,M270-35A,EAF,Belgium,18.01,14.25,78.58,89.74,661.9,79.45,0.061,0.924,0.321,282.7,415.0,120.0
BATCH-5455,Stainless Steel,S235JR,EAF,France,26.33,16.2,68.21,53.25,659.1,93.7,0.163,1.255,18.743,323.3,495.6,329.3
BATCH-5456,Galvanised Coil,304,BF-BOF,Italy,22.98,18.68,26.63,54.89,1645.0,97.37,0.15,1.093,0.406,263.2,382.0,1211.7
BATCH-5457,Hot Rolled Coil,S355JR,BF-BOF,Germany,15.75,24.86,14.37,20.34,1867.6,59.22,0.113,1.26,0.094,290.0,485.1,1340.6
BATCH-5458,Galvanised Coil,DX51D,BF-BOF,Belgium,15.35,10.74,29.79,41.72,1918.1,67.32,0.237,1.22,0.555,239.9,384.9,1441.3
BATCH-5459,Hot Rolled Coil,M270-35A,BF-BOF,Germany,25.01,11.83,23.32,23.62,1888.3,56.35,0.177,1.761,0.65,306.0,404.4,1492.8
BATCH-5460,Hot Rolled Coil,304,BF-BOF,Germany,18.36,8.66,24.77,23.6,1905.9,69.85,0.196,0.63,0.394,215.4,366.9,1379.0
BATCH-5461,Galvanised Coil,S355JR,BF-BOF,Belgium,24.34,5.26,19.92,51.54,1811.8,83.1,0.166,1.752,0.524,285.0,457.9,1410.2
BATCH-5462,Hot Rolled Coil,M270-35A,BF-BOF,Belgium,14.5,7.31,21.52,25.48,1754.9,72.88,0.19,1.577,0.765,310.8,415.6,1210.9
BATCH-5463,Hot Rolled Coil,DX51D,BF-BOF,Belgium,17.46,17.05,15.95,61.66,1570.5,89.93,0.147,1.028,0.483,273.2,419.5,1082.9
